"id","YearOnly","estimatedAge","pop","Site Name","Day of Year","hatchedDoY","Delta13C","Delta15N","CNRatio","Distance to Angle Crossing (m)","lat","lon","raceCladeName","cladeGoTName","mumPulldown","Fathers","inbredCoeff"
357,2013,16.78,"Lanyon","Lanyon",324,307.21,,,,13980.31,-35.47,149.06,"Goodoo","Lannister",,,-0.02
365,2013,13.35,"Lanyon","Murramore",325,311.64,,,,20813.63,-35.43,149.07,"Goodoo","Lannister","Roslin Frey","Edmure",-0.14
366,2013,13.35,"Lanyon","Murramore",325,311.64,,,,20813.63,-35.43,149.07,"Goodoo","Lannister","Roslin Frey","Edmure",-0.21
367,2013,13.74,"Lanyon","Murramore",325,311.25,,,,20813.63,-35.43,149.07,"Goodoo","Lannister","Roslin Frey","Edmure",-0.06
368,2013,13.93,"Lanyon","Lanyon",331,317.06,,,,13980.31,-35.47,149.06,"Goodoo","Wildlings","MH18","FH18",-0.54
369,2013,14.31,"Lanyon","Lanyon",331,316.68,,,,13980.31,-35.47,149.06,"Goodoo","Wildlings","MH18","FH18",-0.33
370,2013,13.55,"Lanyon","Lanyon",331,317.44,,,,13980.31,-35.47,149.06,"Goodoo","Lannister",,,0.10
371,2013,13.93,"Lanyon","Lanyon",331,317.06,,,,13980.31,-35.47,149.06,"Pondi","House Arryn","MH18","FH18",-0.46
372,2013,14.12,"Lanyon","Lanyon",331,316.87,,,,13980.31,-35.47,149.06,"Pondi","House Arryn","MH18","FH18",-0.51
373,2013,12.78,,"Bullen Range",332,319.21,,,,34906.28,-35.37,148.98,"Pondi","House Arryn","MH19","FH19",-0.76
374,2013,14.12,"Lanyon","Murramore",332,317.87,,,,20813.63,-35.43,149.07,"Pondi","House Arryn","MH7","FH7",-0.68
375,2013,13.55,"Lanyon","Murramore",332,318.44,,,,20813.63,-35.43,149.07,"Goodoo","Wildlings",,,-0.04
376,2013,15.07,"Lanyon","Murramore",332,316.92,,,,20813.63,-35.43,149.07,"Goodoo","Wildlings",,,0.03
377,2013,14.88,"Lanyon","Murramore",332,317.11,,,,20813.63,-35.43,149.07,"Pondi","House Arryn","MH7","FH7",-0.79
285,2013,12.97,"Lanyon","Kambah Pool",326,313.02,,,,28825.03,-35.40,149.01,,,,,0.00
295,2013,16.02,"Geigerline","Tharwa Sandwash",329,312.97,,,,8343.72,-35.52,149.07,,,,,0.00
306,2013,14.88,"Lanyon","Kambah Pool",330,315.11,,,,28825.03,-35.40,149.01,,,,,0.00
316,2013,,,"Tharwa Sandwash",331,,,,,8343.72,-35.52,149.07,,,,,0.00
326,2013,,,"Nerreman",336,,,,,46228.76,-35.29,148.96,,,,,0.00
338,2013,14.31,"Geigerline","Tharwa Sandwash",344,329.68,,,,8343.72,-35.52,149.07,,,,,0.00
352,2013,13.35,"Lanyon","Kambah Pool",352,338.64,,,,28825.03,-35.40,149.01,,,,,0.00
356,2013,13.35,"Lanyon","Kambah Pool",352,338.64,,,,28825.03,-35.40,149.01,,,,,0.00
222,2013,8.40,"Bullen","Nerreman",315,306.59,-24.42,8.21,4.51,46228.76,-35.29,148.96,,,,,0.04
