"LarvaID","YearOnly","estimatedAge","Site Name","Day of Year","hatchedDoY","Delta13C","Delta15N","CNRatio","Distance to Angle Crossing (m)","new Latitude","new Longitude","raceCladeName","cladeGoTName","mumPulldown","Fathers","inbredCoeff"
290,2013,16.40,"Nerreman",329.00,312.59,,,,46228.76,-35.29,"148.9650","Goodoo","Wildlings","MH20","FH20","-0.4577"
292,2013,14.12,"Nerreman",329.00,314.87,,,,46228.76,-35.29,"148.9650","Pondi","Alchemists' Guild","MH20","FH20","-0.5086"
293,2013,15.64,"Nerreman",329.00,313.35,,,,46228.76,-35.29,"148.9650","Goodoo","Wildlings",,,"-0.2211"
295,2013,16.02,"Tharwa Sandwash",329.00,312.97,,,,8343.72,-35.52,"149.0762",,,,,"0"
296,2013,14.50,"Tharwa Sandwash",329.00,314.49,,,,8343.72,-35.52,"149.0762","Goodoo","Greyjoys",,,"0.0345"
297,2013,14.69,"Tharwa Sandwash",329.00,314.30,,,,8343.72,-35.52,"149.0762","Pondi","House Arryn","MH5","FH5","-0.6628"
298,2013,16.59,"Tharwa Sandwash",329.00,312.40,,,,8343.72,-35.52,"149.0762","Goodoo","Greyjoys","Meera Reed","Rickon","-0.0254"
300,2013,14.12,"Tharwa Sandwash",330.00,315.87,,,,8343.72,-35.52,"149.0762","Pondi","House Arryn","MH17","FH17","-0.8333"
303,2013,15.16,"Tharwa Sandwash",330.00,314.83,,,,8343.72,-35.52,"149.0762","Goodoo","Greyjoys",,,"-0.1088"
304,2013,16.59,"Tharwa Sandwash",330.00,313.40,,,,8343.72,-35.52,"149.0762","Goodoo","Greyjoys",,,"-0.5915"
306,2013,14.88,"Kambah Pool",330.00,315.11,,,,28825.03,-35.40,"149.0147",,,,,"0"
314,2013,15.35,"Tharwa Sandwash",331.00,315.64,,,,8343.72,-35.52,"149.0762","Goodoo","Greyjoys","MH4","FH4","-0.4385"
315,2013,14.40,"Tharwa Sandwash",331.00,316.59,,,,8343.72,-35.52,"149.0762","Pondi","Alchemists' Guild","MH4","FH4","-0.8275"
316,2013,,"Tharwa Sandwash",331.00,,,,,8343.72,-35.52,"149.0762",,,,,"0"
317,2013,16.78,"Tharwa Sandwash",331.00,314.21,,,,8343.72,-35.52,"149.0762","Goodoo","Greyjoys","Meera Reed","Rickon","-0.1574"
319,2013,14.40,"Tharwa Sandwash",332.00,317.59,,,,8343.72,-35.52,"149.0762","Goodoo","Lannister","Margaery Tyrell","Tommen","-0.1426"
320,2013,13.74,"Tharwa Sandwash",332.00,318.25,,,,8343.72,-35.52,"149.0762","Goodoo","Lannister","Margaery Tyrell","Tommen","-0.0838"
321,2013,14.88,"Tharwa Sandwash",332.00,317.11,,,,8343.72,-35.52,"149.0762","Goodoo","Lannister","Margaery Tyrell","Tommen","-0.0401"
322,2013,14.59,"Tharwa Sandwash",332.00,317.40,,,,8343.72,-35.52,"149.0762","Goodoo","Lannister","Margaery Tyrell","Tommen","-0.0206"
323,2013,12.21,"Nerreman",336.00,323.78,,,,46228.76,-35.29,"148.9650","Goodoo","Wildlings",,,"-0.2316"
324,2013,12.21,"Nerreman",336.00,323.78,,,,46228.76,-35.29,"148.9650","Goodoo","Wildlings",,,"-0.3378"
326,2013,,"Nerreman",336.00,,,,,46228.76,-35.29,"148.9650",,,,,"0"
327,2013,13.93,"Nerreman",336.00,322.06,,,,46228.76,-35.29,"148.9650","Goodoo","Wildlings",,,"-0.0895"
329,2013,12.88,"Tharwa Sandwash",337.00,324.11,,,,8343.72,-35.52,"149.0762","Pondi","Alchemists' Guild","MH2","FH2","-0.7608"
330,2013,12.31,"Tharwa Sandwash",337.00,324.68,,,,8343.72,-35.52,"149.0762","Pondi","Alchemists' Guild","MH2","FH2","-0.869"
332,2013,14.69,"Tharwa Sandwash",337.00,322.30,,,,8343.72,-35.52,"149.0762","Pondi","House Arryn",,,"-0.353"
333,2013,13.35,"Nerreman",343.00,329.64,,,,46228.76,-35.29,"148.9650","Goodoo","Lannister","MH1","FH1","-0.5519"
335,2013,14.31,"Nerreman",343.00,328.68,,,,46228.76,-35.29,"148.9650","Goodoo","Lannister",,,"0.0532"
337,2013,14.50,"Nerreman",343.00,328.49,,,,46228.76,-35.29,"148.9650","Goodoo","Lannister",,,"0.0062"
338,2013,14.31,"Tharwa Sandwash",344.00,329.68,,,,8343.72,-35.52,"149.0762",,,,,"0"
339,2013,13.64,"Tharwa Sandwash",344.00,330.35,,,,8343.72,-35.52,"149.0762","Goodoo","Tyrell","Yara Greyjoy","Aeron","0.0597"
341,2013,13.93,"Tharwa Sandwash",344.00,330.06,,,,8343.72,-35.52,"149.0762","Goodoo","Tyrell","Yara Greyjoy","Aeron","0.0306"
342,2013,13.83,"Tharwa Sandwash",344.00,330.16,,,,8343.72,-35.52,"149.0762","Goodoo","Tyrell","Yara Greyjoy","Aeron","-0.0704"
348,2013,19.73,"Tharwa Sandwash",351.00,331.26,,,,8343.72,-35.52,"149.0762","Goodoo","Wildlings",,,"-0.2095"
349,2013,15.07,"Tharwa Sandwash",351.00,335.92,,,,8343.72,-35.52,"149.0762","Pondi","House Arryn",,,"-0.3925"
351,2013,14.69,"Tharwa Sandwash",351.00,336.30,,,,8343.72,-35.52,"149.0762","Pondi","House Arryn",,,"-0.4155"
352,2013,13.35,"Kambah Pool",352.00,338.64,,,,28825.03,-35.40,"149.0147",,,,,"0"
356,2013,13.35,"Kambah Pool",352.00,338.64,,,,28825.03,-35.40,"149.0147",,,,,"0"
357,2013,16.78,"Lanyon",324.00,307.21,,,,13980.31,-35.47,"149.0639","Goodoo","Lannister",,,"-0.0251"
365,2013,13.35,"Murramore",325.00,311.64,,,,20813.63,-35.43,"149.0715","Goodoo","Lannister","Roslin Frey","Edmure","-0.1446"
366,2013,13.35,"Murramore",325.00,311.64,,,,20813.63,-35.43,"149.0715","Goodoo","Lannister","Roslin Frey","Edmure","-0.2171"
367,2013,13.74,"Murramore",325.00,311.25,,,,20813.63,-35.43,"149.0715","Goodoo","Lannister","Roslin Frey","Edmure","-0.0635"
368,2013,13.93,"Lanyon",331.00,317.06,,,,13980.31,-35.47,"149.0639","Goodoo","Wildlings","MH18","FH18","-0.5475"
369,2013,14.31,"Lanyon",331.00,316.68,,,,13980.31,-35.47,"149.0639","Goodoo","Wildlings","MH18","FH18","-0.3396"
370,2013,13.55,"Lanyon",331.00,317.44,,,,13980.31,-35.47,"149.0639","Goodoo","Lannister",,,"0.1086"
371,2013,13.93,"Lanyon",331.00,317.06,,,,13980.31,-35.47,"149.0639","Pondi","House Arryn","MH18","FH18","-0.4664"
372,2013,14.12,"Lanyon",331.00,316.87,,,,13980.31,-35.47,"149.0639","Pondi","House Arryn","MH18","FH18","-0.512"
373,2013,12.78,"Bullen Range",332.00,319.21,,,,34906.28,-35.37,"148.9840","Pondi","House Arryn","MH19","FH19","-0.7673"
374,2013,14.12,"Murramore",332.00,317.87,,,,20813.63,-35.43,"149.0715","Pondi","House Arryn","MH7","FH7","-0.6878"
375,2013,13.55,"Murramore",332.00,318.44,,,,20813.63,-35.43,"149.0715","Goodoo","Wildlings",,,"-0.0453"
376,2013,15.07,"Murramore",332.00,316.92,,,,20813.63,-35.43,"149.0715","Goodoo","Wildlings",,,"0.034"
377,2013,14.88,"Murramore",332.00,317.11,,,,20813.63,-35.43,"149.0715","Pondi","House Arryn","MH7","FH7","-0.7911"
