"pair.no","ind1.id","ind2.id","group","trioml","wang","lynchli","lynchrd","ritland","quellergt","dyadml"
"1004",1004,"188","300","1830",0,0.215,0.2074,-0.1323,-0.0907,-0.3493,0
"1005",1005,"188","303","1830",0,-0.056,-0.0506,-0.0972,-0.091,-0.0944,0
"1006",1006,"188","304","1830",0,0.1732,0.1732,-0.0779,-0.0573,-0.1719,0
"1007",1007,"188","320","1832",0,-0.0153,-0.0133,-0.107,-0.097,-0.0564,0
"1008",1008,"188","321","1832",0,-0.0375,-0.0319,-0.0956,-0.088,-0.0376,0
"1009",1009,"188","322","1832",0,0.0077,0.0116,-0.0637,-0.0583,0.0144,0
"1010",1010,"188","329","1832",0,0.2139,0.2074,-0.0864,-0.0627,-0.2651,0
"1011",1011,"188","330","1833",0,0.2366,0.2292,-0.0849,-0.0596,-0.3451,0
"1012",1012,"188","339","1833",0,-0.0979,-0.0969,-0.0863,-0.0863,-0.0551,0
"1013",1013,"188","341","1834",0,-0.0593,-0.0568,-0.0695,-0.0679,-0.0268,0
"1014",1014,"188","342","1834",0,-0.0369,-0.0351,-0.1089,-0.1007,-0.0585,0
"1015",1015,"188","348","1834",0,0.0161,0.0194,-0.1306,-0.1111,-0.0878,0
"1016",1016,"188","349","1834",0,0.122,0.1204,-0.085,-0.0683,-0.0818,0
"1017",1017,"188","351","1835",0.0447,0.2327,0.23,0.0137,0.0105,0.0309,0.0447
"1018",1018,"188","A21","18A2",0,-0.148,-0.1408,-0.0614,-0.0632,0.0155,0
"1019",1019,"188","A22","18A2",0.0112,-0.0175,-0.0083,0.0105,0.0102,0.0673,0.0112
"1020",1020,"188","A23","18A2",0.001,-0.0669,-0.0599,-0.0322,-0.0321,0.0358,0.001
"1021",1021,"188","A24","18A2",0,-0.2165,-0.2048,-0.1593,-0.1581,-0.1049,0
"1022",1022,"188","A37","18A3",0.2601,0.2468,0.2536,0.2884,0.2884,0.3027,0.2679
"1023",1023,"188","A29","18A2",0.0024,-0.2401,-0.2299,-0.0335,-0.037,0.0293,0.0024
"1024",1024,"188","A30","18A3",0.0259,0.0382,0.0458,0.0245,0.023,0.0936,0.0264
"1025",1025,"188","A31","18A3",0,0.023,0.0274,-0.0402,-0.0369,0.0269,0
"1026",1026,"188","A38","18A3",0.0711,0.03,0.0366,0.0752,0.0752,0.1451,0.0711
"1027",1027,"188","A47","18A4",0.0145,-0.1643,-0.1607,-0.0064,-0.007,0.0625,0.0145
"1028",1028,"188","A39","18A3",0,-0.0766,-0.0692,-0.1207,-0.1119,-0.0302,0
"1029",1029,"188","A40","18A4",0,-0.1976,-0.1867,-0.1409,-0.1398,-0.09,0
"1030",1030,"188","A41","18A4",0.0989,0.0732,0.0804,0.0918,0.0894,0.1548,0.0989
"1031",1031,"188","A42","18A4",0,0.0095,0.0168,-0.0545,-0.0491,0.0066,0
"1032",1032,"188","A43","18A4",0,-0.2422,-0.2382,-0.1779,-0.1815,-0.1304,0
"1033",1033,"188","A44","18A4",0.1275,0.1446,0.1492,0.1355,0.1299,0.1947,0.1346
"1034",1034,"188","A45","18A4",0,-0.1798,-0.1691,-0.094,-0.0953,-0.0301,0
"1035",1035,"188","A46","18A4",0,-0.1962,-0.1852,-0.1197,-0.1204,-0.0408,0
"1036",1036,"188","A26","18A2",0.0194,-0.0367,-0.0288,0.0195,0.0195,0.0576,0.0194
"1037",1037,"188","A36","18A3",0.0631,-0.0538,-0.0449,0.0685,0.072,0.0915,0.0633
"1038",1038,"188","A33","18A3",0.0426,0.0351,0.0399,0.0395,0.0385,0.111,0.043
"1039",1039,"188","A34","18A3",0,-0.0612,-0.0542,-0.03,-0.0296,0.0315,0
"1040",1040,"188","A35","18A3",0.0838,0.0661,0.0736,0.0796,0.0769,0.143,0.0838
"1041",1041,"188","A48","18A4",0.0492,0.0103,0.0186,0.0493,0.0487,0.0986,0.0492
"1042",1042,"188","A28","18A2",0,-0.3811,-0.3746,-0.1896,-0.2093,-0.1679,0
"1043",1043,"189","190","1819",0.4912,0.5055,0.5073,0.5075,0.4911,0.526,0.4933
"1044",1044,"189","191","1819",0.076,0.0845,0.0859,0.0723,0.0702,0.102,0.076
"1045",1045,"189","192","1819",0.0723,0.0719,0.0725,0.0661,0.0653,0.1161,0.0723
"1046",1046,"189","193","1819",0.1311,0.1387,0.1401,0.1349,0.1325,0.1616,0.1358
"1047",1047,"189","194","1819",0.1046,0.0605,0.0611,0.1385,0.1506,0.1401,0.1129
"1048",1048,"189","195","1819",0.099,0.0605,0.0648,0.0965,0.0977,0.1303,0.099
"1049",1049,"189","196","1819",0,-0.0394,-0.038,-0.0808,-0.0765,-0.0201,0
"1050",1050,"189","197","1819",0.0065,0.0169,0.0179,0.0061,0.006,0.0474,0.0065
"1051",1051,"189","198","1819",0.0126,-0.089,-0.0845,0,0,0.0396,0.0127
"1052",1052,"189","199","1819",0.2251,0.178,0.1794,0.2537,0.2767,0.2647,0.2273
"1053",1053,"189","200","1820",0.4491,0.4459,0.4485,0.4649,0.4683,0.4779,0.4509
"1054",1054,"189","201","1820",0.452,0.4431,0.4474,0.4623,0.455,0.4749,0.4559
"1055",1055,"189","202","1820",0.002,-0.1509,-0.1434,-0.0643,-0.0674,-0.0187,0.002
"1056",1056,"189","203","1820",0.0228,-0.07,-0.0628,-0.0111,-0.0113,0.0261,0.0228
"1057",1057,"189","204","1820",0.503,0.4967,0.5011,0.4937,0.4495,0.4984,0.5037
"1058",1058,"189","205","1820",0.5117,0.5073,0.5106,0.5363,0.5455,0.5369,0.5136
"1059",1059,"189","206","1820",0.0907,0.0243,0.0242,0.0905,0.0974,0.1282,0.0907
"1060",1060,"189","207","1820",0,-0.0187,-0.0193,-0.0072,-0.0073,0.0458,0
"1061",1061,"189","208","1820",0,-0.1482,-0.1471,-0.0918,-0.0961,-0.076,0
"1062",1062,"189","209","1820",0,-0.0733,-0.0687,-0.062,-0.0611,-0.0235,0
"1063",1063,"189","210","1821",0.0162,-0.1171,-0.1154,-0.0818,-0.0838,-0.0579,0.0162
"1064",1064,"189","211","1821",0.0301,-0.0491,-0.0475,-0.0413,-0.0412,0.0048,0.0301
"1065",1065,"189","212","1821",0.0167,-0.0369,-0.0319,0.0171,0.0176,0.0251,0.0167
"1066",1066,"189","213","1821",0,-0.2488,-0.2432,-0.0957,-0.1065,-0.0308,0
"1067",1067,"189","214","1821",0,-0.052,-0.0485,-8e-04,-8e-04,0.0289,0
"1068",1068,"189","215","1821",0,-0.1374,-0.1345,-0.0978,-0.1001,-0.0699,0
"1069",1069,"189","216","1821",0.1024,0.0683,0.0716,0.0671,0.0657,0.1064,0.1065
"1070",1070,"189","217","1821",0,-0.0906,-0.0878,-0.0863,-0.0847,-0.059,0
"1071",1071,"189","218","1821",0,-0.0642,-0.0625,-0.0553,-0.0549,0.0054,0
"1072",1072,"189","219","1821",0.0823,0.0966,0.0991,0.0802,0.0769,0.1175,0.0823
"1073",1073,"189","220","1822",0.0056,-0.0844,-0.082,0.0052,0.0057,0.0427,0.0056
"1074",1074,"189","223","1822",0.0876,0.0652,0.0678,0.0892,0.0898,0.1057,0.0879
"1075",1075,"189","224","1822",0,-0.2116,-0.2094,-0.0813,-0.0901,-0.0227,0
"1076",1076,"189","225","1822",0,-0.2296,-0.2277,-0.1406,-0.1504,-0.1365,0
"1077",1077,"189","226","1822",0.0013,-0.1388,-0.1345,-0.0649,-0.068,-0.0277,0.0013
"1078",1078,"189","227","1822",0,-0.1146,-0.112,-0.0612,-0.0636,-0.049,0
"1079",1079,"189","228","1822",0,-0.1016,-0.0993,-0.0842,-0.0845,-0.0284,0
"1080",1080,"189","229","1822",0.004,0.0232,0.0241,-0.0202,-0.0191,0.0415,0.004
"1081",1081,"189","230","1823",0.1705,0.1195,0.1218,0.1648,0.1708,0.1839,0.1744
"1082",1082,"189","231","1823",0.1644,0.0122,0.0133,0.1829,0.216,0.1793,0.1697
"1083",1083,"189","232","1823",0,-0.1936,-0.1899,-0.1459,-0.1495,-0.1098,0
"1084",1084,"189","233","1823",0,-0.1002,-0.0938,-0.025,-0.026,-0.0091,0
"1085",1085,"189","234","1823",0,-0.1232,-0.1241,-0.1182,-0.1186,-0.0624,0
"1086",1086,"189","235","1823",0.0201,-0.0814,-0.0783,-0.0359,-0.0369,0.0067,0.0201
"1087",1087,"189","236","1823",0.0063,-0.0353,-0.0331,-0.0204,-0.0205,0.0593,0.0063
"1088",1088,"189","237","1823",0.0162,-0.1799,-0.1764,-0.0885,-0.0945,-0.0716,0.0162
"1089",1089,"189","238","1823",0.0072,-0.0572,-0.0566,-0.0659,-0.0652,-0.0108,0.0072
"1090",1090,"189","239","1823",0,-0.0796,-0.0754,-0.0155,-0.0161,-0.0202,0
"1091",1091,"189","240","1824",0.0069,0.0045,0.0061,0.0073,0.0072,0.0416,0.0073
"1092",1092,"189","241","1824",0.0698,-0.0685,-0.0651,0.0685,0.0769,0.0837,0.0698
"1093",1093,"189","242","1824",0,-0.2004,-0.199,-0.1518,-0.1574,-0.1033,0
"1094",1094,"189","244","1824",0.0487,-0.0614,-0.0615,-0.0338,-0.0347,0.0024,0.0528
"1095",1095,"189","245","1824",0.0093,0.0118,0.0137,0.009,0.0089,0.035,0.0093
"1096",1096,"189","246","1824",0.0142,-0.0517,-0.0476,-0.0176,-0.0177,0.0212,0.0142
"1097",1097,"189","247","1824",0.0285,-0.0334,-0.032,0.0076,0.0078,0.0399,0.0285
"1098",1098,"189","250","1825",0,-0.0675,-0.0661,-0.0392,-0.04,0.0077,0
"1099",1099,"189","254","1825",0,-0.0679,-0.0686,-0.0777,-0.0767,-0.0558,0
"1100",1100,"189","255","1825",0,-0.1344,-0.1307,-0.1039,-0.1046,-0.0684,0
"1101",1101,"189","256","1825",0.0155,-0.0115,-0.0132,-0.0097,-0.0098,0.0374,0.0155
"1102",1102,"189","257","1825",0,-0.018,-0.0225,-0.0358,-0.0359,0.0156,0
"1103",1103,"189","258","1825",0,-0.1391,-0.1405,-0.1201,-0.1228,-0.0718,0
"1104",1104,"189","259","1825",0.1462,0.1665,0.1701,0.146,0.1366,0.1916,0.1463
"1105",1105,"189","260","1826",0,-0.1687,-0.1655,-0.0845,-0.0895,-0.0621,0
"1106",1106,"189","261","1826",0,-0.0347,-0.0318,-0.0622,-0.0591,0.0068,0
"1107",1107,"189","263","1826",0.0391,0.0413,0.0394,0.039,0.0392,0.0769,0.0392
"1108",1108,"189","264","1826",0.0408,-0.0287,-0.025,0.0346,0.0362,0.0663,0.0509
"1109",1109,"189","265","1826",0,-0.0039,-0.007,-0.0308,-0.0305,0.0449,0
"1110",1110,"189","266","1826",0.1476,0.1116,0.1107,0.1416,0.1473,0.1646,0.1476
"1111",1111,"189","267","1826",0,-0.1321,-0.1274,-0.0833,-0.0851,-0.0233,0
"1112",1112,"189","268","1826",0,-0.2582,-0.2561,-0.0931,-0.106,-0.0806,0
"1113",1113,"189","270","1827",0,-0.0783,-0.0746,-0.0211,-0.0219,1e-04,0
"1114",1114,"189","271","1827",0.0492,0.0077,0.0125,0.0197,0.0194,0.05,0.0527
"1115",1115,"189","272","1827",0.0292,0.028,0.0311,0.027,0.0263,0.0711,0.0292
"1116",1116,"189","273","1827",0,-0.1633,-0.1615,-0.0893,-0.0947,-0.0509,0
"1117",1117,"189","274","1827",0.0399,-0.0308,-0.0288,0.0283,0.0298,0.0707,0.0399
"1118",1118,"189","275","1827",0,-0.0971,-0.0937,-0.0718,-0.0721,-0.0214,0
"1119",1119,"189","276","1827",0,-0.1052,-0.0964,-0.065,-0.0643,-0.0319,0
"1120",1120,"189","277","1827",0.0429,-0.0045,-1e-04,0.027,0.0273,0.0632,0.0429
"1121",1121,"189","278","1827",0.0183,0.0689,0.0704,0.0102,0.0094,0.0515,0.0183
"1122",1122,"189","279","1827",0,-0.0617,-0.0598,-0.0016,-0.0017,0.0147,0
"1123",1123,"189","280","1828",0,-0.0979,-0.0971,-0.1342,-0.129,-0.071,0
"1124",1124,"189","222","1822",0.0587,-0.0165,-0.0132,0.0234,0.0239,0.0491,0.0632
"1125",1125,"189","70","1870",0.0609,0.0693,0.0707,0.055,0.0533,0.0997,0.061
"1126",1126,"189","71","1871",0,-0.0526,-0.0504,-0.0258,-0.0262,-0.0017,0
"1127",1127,"189","72","1872",0.0255,-0.047,-0.0468,0.0058,0.0061,0.0477,0.0255
"1128",1128,"189","73","1873",0.0282,0.1127,0.1107,0.0257,0.0232,0.0461,0.0282
"1129",1129,"189","76","1876",0,0.222,0.2129,-0.0329,-0.0238,-0.3473,0
"1130",1130,"189","75","1875",8e-04,0.1648,0.1603,6e-04,5e-04,-0.0016,8e-04
"1131",1131,"189","74","1874",0,0.1602,0.1541,-0.0321,-0.0253,-0.1332,0
"1132",1132,"189","115","1811",0,0.052,0.0468,-0.0615,-0.0551,-0.1122,0
"1133",1133,"189","116","1811",0.0274,-0.0397,-0.038,0.0131,0.0137,0.0225,0.0274
"1134",1134,"189","117","1811",0.0209,0.0499,0.0521,0.0195,0.0185,0.0436,0.0216
"1135",1135,"189","112","1811",0,0.1733,0.1674,-0.0588,-0.0438,-0.2417,0
"1136",1136,"189","113","1811",0,-0.0821,-0.0814,-0.1033,-0.1009,-0.0759,0
"1137",1137,"189","114","1811",0,0.0166,0.0178,-0.0365,-0.0338,0.0089,0
"1138",1138,"189","118","1811",0,0.0237,0.027,-0.0206,-0.019,-0.0295,0
"1139",1139,"189","126","1812",0,-3e-04,-0.004,-0.1139,-0.1018,-0.1354,0
"1140",1140,"189","119","1811",0.0573,0.125,0.1262,0.0502,0.0449,0.0162,0.0573
"1141",1141,"189","120","1812",0,-0.0242,-0.0225,-0.0463,-0.0445,-0.019,0
"1142",1142,"189","121","1812",0,0.0203,0.0177,-0.083,-0.0744,-0.067,0
"1143",1143,"189","125","1812",0,0.0778,0.0738,-0.1033,-0.0843,-0.1823,0
"1144",1144,"189","124","1812",0,0.2109,0.2037,-0.05,-0.0352,-0.1879,0
"1145",1145,"189","123","1812",0,0.0999,0.0983,-0.0843,-0.066,-0.1753,0
"1146",1146,"189","122","1812",0,-0.0423,-0.0411,-0.0671,-0.0649,-0.0803,0
"1147",1147,"189","134","1813",0,0.0499,0.0425,-0.1321,-0.111,-0.2151,0
"1148",1148,"189","151","1815",0.0752,0.1521,0.1541,0.0651,0.0557,0.0474,0.0805
"1149",1149,"189","157","1815",0,-0.0796,-0.0787,-0.0472,-0.0485,-0.0045,0
"1150",1150,"189","156","1815",0.0527,0.0622,0.0611,0.0573,0.0574,0.0822,0.0536
"1151",1151,"189","155","1815",0.0078,-0.003,-0.004,-0.0186,-0.0183,0.0105,0.0078
"1152",1152,"189","154","1815",0.0196,0.085,0.0841,0.0162,0.0149,0.0965,0.0196
"1153",1153,"189","153","1815",0.0018,0.0329,0.0332,-0.0077,-0.0073,0.0287,0.0018
"1154",1154,"189","152","1815",0.249,0.2498,0.2514,0.2643,0.2651,0.277,0.2539
"1155",1155,"189","158","1815",0,0.0553,0.0571,-0.0076,-0.0069,-0.0399,0
"1156",1156,"189","159","1815",0,0.0267,0.027,-0.0283,-0.0263,-0.0071,0
"1157",1157,"189","373","1837",0,0.1668,0.1603,-0.0716,-0.0531,-0.2839,0
"1158",1158,"189","109","1810",0,0.1951,0.1895,-0.0154,-0.0115,-0.1642,0
"1159",1159,"189","108","1810",0,0.1563,0.1514,-0.0409,-0.0317,-0.1547,0
"1160",1160,"189","110","1811",0,-0.0329,-0.0318,-0.088,-0.0819,-0.0436,0
"1161",1161,"189","111","1811",0,-0.0698,-0.0661,-0.0724,-0.0706,-0.0463,0
"1162",1162,"189","182","1818",0.0631,0.0649,0.0673,0.0594,0.0579,0.0888,0.0632
"1163",1163,"189","183","1818",0.0911,0.0818,0.0807,0.0825,0.083,0.1261,0.0911
"1164",1164,"189","95","1895",0,0.0119,0.0084,-0.1533,-0.1291,-0.2506,0
"1165",1165,"189","96","1896",0.0171,0.0204,0.0239,0.006,0.0057,0.0193,0.0171
"1166",1166,"189","97","1897",0,-0.0932,-0.0876,-0.061,-0.0609,-0.0468,0
"1167",1167,"189","99","1899",0,-0.1464,-0.1438,-0.1277,-0.128,-0.1203,0
"1168",1168,"189","98","1898",0,0.044,0.0458,-0.03,-0.0269,0.0186,0
"1169",1169,"189","133","1813",0.0263,0.0067,0.0088,-0.0387,-0.0363,-0.0389,0.0263
"1170",1170,"189","139","1813",0.0914,0.1494,0.1518,0.0844,0.0747,0.1219,0.092
"1171",1171,"189","140","1814",0,-0.1223,-0.1164,-0.1013,-0.1001,-0.0728,0
"1172",1172,"189","142","1814",0,-0.0617,-0.0599,-0.1217,-0.1125,-0.0723,0
"1173",1173,"189","176","1817",0.0615,0.1548,0.1527,0.0579,0.0512,0.1182,0.0622
"1174",1174,"189","368","1836",0,0.1424,0.1355,-0.0876,-0.0669,-0.1361,0
"1175",1175,"189","369","1836",0.0464,0.1808,0.1763,0.0388,0.0325,0.0512,0.0464
"1176",1176,"189","357","1835",0.0444,0.0283,0.0281,0.0151,0.0149,0.0546,0.0444
"1177",1177,"189","370","1837",0,-0.1401,-0.1376,-0.0537,-0.0575,-0.0379,0
"1178",1178,"189","371","1837",0,0.0837,0.0797,-0.0581,-0.0497,-0.1377,0
"1179",1179,"189","372","1837",0,0.1395,0.1355,-0.019,-0.0157,-0.1,0
"1180",1180,"189","104","1810",0,0.0807,0.0766,-0.1192,-0.095,-0.1528,0
"1181",1181,"189","103","1810",0,-0.0653,-0.0653,-0.1056,-0.1011,-0.0941,0
"1182",1182,"189","107","1810",0,0.0721,0.0714,-0.0891,-0.0721,-0.1262,0
"1183",1183,"189","105","1810",0,0.0344,0.0332,-0.0302,-0.0282,-0.0316,0
"1184",1184,"189","101","1810",0.0195,0.0952,0.0932,-0.0196,-0.017,-0.056,0.0195
"1185",1185,"189","100","1810",0,0.2006,0.1913,-0.0542,-0.0398,-0.3878,0
"1186",1186,"189","135","1813",0,0.0386,0.0394,-0.016,-0.0149,0.0099,0
"1187",1187,"189","136","1813",0.1889,0.2516,0.2515,0.1701,0.1466,0.1411,0.1889
"1188",1188,"189","137","1813",0,-0.0276,-0.0284,-0.0215,-0.0217,0.0193,0
"1189",1189,"189","138","1813",0.141,0.269,0.2625,0.1154,0.0941,0.059,0.141
"1190",1190,"189","184","1818",0.0205,0.0045,0.0053,0.0138,0.0139,0.0351,0.0205
"1191",1191,"189","367","1836",0,0.0309,0.0334,-0.0187,-0.0174,0.0433,0
"1192",1192,"189","365","1836",0,0.0445,0.0425,-0.0545,-0.0489,0.0095,0
"1193",1193,"189","374","1837",0,0.1505,0.1458,-0.0596,-0.0454,-0.2233,0
"1194",1194,"189","375","1837",0,-0.0401,-0.0382,-0.0498,-0.0486,-0.0176,0
"1195",1195,"189","376","1837",0,-0.0983,-0.0941,-0.0272,-0.0286,-0.0294,0
"1196",1196,"189","377","1837",0,0.15,0.1417,-0.1096,-0.0804,-0.3361,0
"1197",1197,"189","79","1879",0.0299,-0.0703,-0.0715,-0.0353,-0.0367,-0.0319,0.0299
"1198",1198,"189","78","1878",0,0.0809,0.0769,-0.0753,-0.063,-0.1214,0
"1199",1199,"189","77","1877",0.002,0.199,0.1944,0.0016,0.0012,-0.0877,0.002
"1200",1200,"189","150","1815",0.1023,0.0998,0.1018,0.0988,0.0967,0.1225,0.1023
"1201",1201,"189","149","1814",0,0.1474,0.144,-0.0424,-0.0331,-0.0775,0
"1202",1202,"189","163","1816",0,0.196,0.1913,-0.0049,-0.0037,-0.0872,0
"1203",1203,"189","164","1816",0,0.0382,0.0363,-0.0102,-0.0097,0.0427,0
"1204",1204,"189","148","1814",0,0.1147,0.1107,-0.0348,-0.0291,-0.1432,0
"1205",1205,"189","147","1814",0,0.2126,0.2068,-0.017,-0.0124,-0.271,0
"1206",1206,"189","160","1816",0.0448,-0.0226,-0.0187,0.0328,0.0341,0.0681,0.0448
"1207",1207,"189","161","1816",0.0465,0.0122,0.0166,0.0453,0.0457,0.0799,0.0465
"1208",1208,"189","162","1816",0.0587,0.1133,0.1107,0.0542,0.051,0.1196,0.0587
"1209",1209,"189","165","1816",0.0017,-0.084,-0.0845,0.0018,0.002,0.0367,0.0017
"1210",1210,"189","175","1817",0,0.1937,0.1851,-0.0619,-0.0449,-0.4047,0
"1211",1211,"189","174","1817",0.0104,0.2181,0.2129,0.0087,0.0065,-0.1617,0.0104
"1212",1212,"189","166","1816",0,0.1036,0.1017,-0.0526,-0.0428,-0.1319,0
"1213",1213,"189","167","1816",0.0571,0.1531,0.1541,0.0539,0.0459,0.0166,0.0571
"1214",1214,"189","168","1816",0.0031,-0.0198,-0.0178,0.0031,0.0031,0.0312,0.0031
"1215",1215,"189","169","1816",0,-0.0487,-0.0496,-0.1243,-0.1151,-0.1262,0
"1216",1216,"189","181","1818",0,-0.0215,-0.0194,-0.0104,-0.0104,0.0114,0
"1217",1217,"189","173","1817",0.0174,0.1813,0.1758,0.0144,0.0117,-0.1318,0.0174
"1218",1218,"189","290","1829",0,0.1214,0.1169,-0.0361,-0.0299,-0.0943,0
"1219",1219,"189","292","1829",0,0.1186,0.1178,-0.0571,-0.0444,-0.1314,0
"1220",1220,"189","172","1817",0.0709,0.1232,0.1231,0.0607,0.0557,0.0412,0.0709
"1221",1221,"189","171","1817",0,0.2423,0.2346,-0.0038,-0.0027,-0.2473,0
"1222",1222,"189","170","1817",0.0153,-0.0349,-0.0318,-0.0312,-0.0306,0.0052,0.0153
"1223",1223,"189","293","1829",0,0.0453,0.0456,-0.0058,-0.0054,-0.025,0
"1224",1224,"189","333","1833",0.0041,0.1722,0.1696,0.0035,0.0028,-0.0946,0.0041
"1225",1225,"189","335","1833",0.0585,0.0362,0.0394,0.059,0.0591,0.1023,0.0585
"1226",1226,"189","337","1833",0.118,0.1196,0.1205,0.1185,0.1166,0.1614,0.118
"1227",1227,"189","323","1832",0.0311,0.1107,0.1112,0.0277,0.0247,0.0449,0.0311
"1228",1228,"189","324","1832",0,0.0357,0.0365,-0.0564,-0.0498,-0.1017,0
"1229",1229,"189","327","1832",0,-0.0194,-0.0163,-0.0312,-0.0302,-0.0147,0
"1230",1230,"189","80","1880",0,-0.1097,-0.1031,-0.0739,-0.0738,-0.0316,0
"1231",1231,"189","85","1885",0,-0.1046,-0.1033,-0.1283,-0.1239,-0.0824,0
"1232",1232,"189","84","1884",0,-0.04,-0.035,-0.0368,-0.0358,-8e-04,0
"1233",1233,"189","83","1883",0,0.0259,0.0271,-0.0411,-0.0375,-0.0011,0
"1234",1234,"189","82","1882",0,0.0278,0.024,-0.0805,-0.0723,-0.0937,0
"1235",1235,"189","81","1881",0,-0.0362,-0.032,-0.0322,-0.0315,0.0152,0
"1236",1236,"189","91","1891",0,-0.0514,-0.0506,-0.0235,-0.024,0.0219,0
"1237",1237,"189","92","1892",0,-0.0406,-0.0381,-0.0487,-0.0473,0.0022,0
"1238",1238,"189","93","1893",0,-0.1725,-0.1691,-0.1209,-0.1245,-0.0945,0
"1239",1239,"189","86","1886",0,-0.0861,-0.0815,-0.1609,-0.1443,-0.1143,0
"1240",1240,"189","87","1887",0,-0.0354,-0.0318,-0.095,-0.0869,-0.0251,0
"1241",1241,"189","88","1888",0,-0.1658,-0.1597,-0.1497,-0.1472,-0.0963,0
"1242",1242,"189","89","1889",0,-0.115,-0.1126,-0.1397,-0.1343,-0.1043,0
"1243",1243,"189","90","1890",0,-0.0639,-0.0601,-0.0808,-0.0773,-0.0311,0
"1244",1244,"189","94","1894",0,-0.1228,-0.122,-0.0619,-0.0651,-0.0602,0
"1245",1245,"189","128","1812",0,-0.0476,-0.0469,-0.0978,-0.0922,-0.1011,0
"1246",1246,"189","127","1812",0.0079,0.028,0.0285,0.008,0.0078,0.0147,0.0079
"1247",1247,"189","132","1813",0.0321,-0.0513,-0.05,-0.0132,-0.0136,0.0113,0.0321
"1248",1248,"189","131","1813",0,0.0256,0.0239,-0.0886,-0.078,-0.1465,0
"1249",1249,"189","130","1813",0.0283,-0.0218,-0.022,-0.0061,-0.0062,0.023,0.0283
"1250",1250,"189","129","1812",0,-7e-04,-0.004,-0.0907,-0.0834,-0.0755,0
"1251",1251,"189","143","1814",0,0.1821,0.1727,-0.1033,-0.0731,-0.2748,0
"1252",1252,"189","146","1814",0,0.0926,0.0893,-0.0594,-0.0499,-0.1774,0
"1253",1253,"189","179","1817",0.0105,0.0225,0.021,0.0107,0.0105,0.0513,0.0105
"1254",1254,"189","284","1828",0,0.0733,0.0743,-0.0207,-0.0181,-0.0452,0
"1255",1255,"189","282","1828",0.0616,0.1546,0.1541,0.0581,0.0506,0.0183,0.0621
"1256",1256,"189","315","1831",0,0.2029,0.1975,-0.0235,-0.0171,-0.2859,0
"1257",1257,"189","317","1831",0.0025,0.101,0.1002,0.0023,0.002,0.061,0.0025
"1258",1258,"189","319","1831",0.0719,0.1423,0.1395,0.0752,0.0699,0.1133,0.0773
"1259",1259,"189","296","1829",0,-0.1723,-0.1717,-0.1138,-0.1196,-0.1032,0
"1260",1260,"189","297","1829",0.0335,0.2375,0.2315,0.0266,0.0197,-0.0906,0.0335
"1261",1261,"189","298","1829",0,0.0043,0.007,-0.0108,-0.0104,0.0321,0
"1262",1262,"189","300","1830",0,0.2146,0.2068,-0.0362,-0.026,-0.2795,0
"1263",1263,"189","303","1830",0,-0.1036,-0.1002,-0.0792,-0.0795,-0.1025,0
"1264",1264,"189","304","1830",0,0.1257,0.1231,-0.0696,-0.0538,-0.1887,0
"1265",1265,"189","320","1832",0,2e-04,0.0023,-0.0145,-0.014,-0.0044,0
"1266",1266,"189","321","1832",0,-0.032,-0.0318,-0.0504,-0.0494,-0.0059,0
"1267",1267,"189","322","1832",0,-0.0303,-0.0287,-0.0404,-0.0394,0.0078,0
"1268",1268,"189","329","1832",0,0.1896,0.182,-0.0331,-0.0252,-0.2415,0
"1269",1269,"189","330","1833",0,0.187,0.1789,-0.0615,-0.0452,-0.3557,0
"1270",1270,"189","339","1833",0,-0.1006,-0.0998,-0.021,-0.0226,-0.0243,0
"1271",1271,"189","341","1834",0.0099,-0.1066,-0.1062,-0.0591,-0.0617,-0.0431,0.0099
"1272",1272,"189","342","1834",0,-0.0313,-0.0319,-0.04,-0.0395,-0.0196,0
"1273",1273,"189","348","1834",0,0.0402,0.038,-0.0528,-0.0475,-0.0309,0
"1274",1274,"189","349","1834",0.0242,0.1225,0.1231,0.0201,0.0171,-0.0335,0.0242
"1275",1275,"189","351","1835",0.1066,0.2245,0.223,0.0993,0.0807,0.0672,0.107
"1276",1276,"189","A21","18A2",0,-0.3552,-0.3493,-0.1652,-0.1885,-0.107,0
"1277",1277,"189","A22","18A2",0.0196,-0.0653,-0.0586,0.0194,0.0203,0.0563,0.0196
"1278",1278,"189","A23","18A2",0,-0.0899,-0.0908,-0.03,-0.0319,0.035,0
"1279",1279,"189","A24","18A2",0,-0.2186,-0.2116,-0.0973,-0.1053,-0.0516,0
"1280",1280,"189","A37","18A3",0.1843,0.1292,0.1292,0.1924,0.2074,0.2132,0.1902
"1281",1281,"189","A29","18A2",0.0184,-0.2357,-0.2368,-0.0066,-0.0081,0.0545,0.0184
"1282",1282,"189","A30","18A3",0,-0.0728,-0.0691,-0.032,-0.0327,0.0329,0
"1283",1283,"189","A31","18A3",0,-0.1056,-0.1033,-0.1068,-0.105,-0.0636,0
"1284",1284,"189","A38","18A3",0.0601,-0.0609,-0.0519,0.069,0.0754,0.1118,0.0605
"1285",1285,"189","A47","18A4",0.0424,-0.2356,-0.2355,-0.0084,-0.0102,0.0452,0.0424
"1286",1286,"189","A39","18A3",0,-0.1813,-0.1762,-0.1553,-0.1549,-0.0844,0
"1287",1287,"189","A40","18A4",0,-0.1599,-0.1602,-0.071,-0.0771,-0.0185,0
