"pair.no","ind1.id","ind2.id","group","trioml","wang","lynchli","lynchrd","ritland","quellergt","dyadml"
"14453",14453,"255","150","2515",0.0677,0.1169,0.1179,0.0558,0.0518,0.113,0.07
"14454",14454,"255","149","2514",0,0.1877,0.185,-0.0525,-0.0394,-0.0573,0
"14455",14455,"255","163","2516",0,0.1571,0.1546,-0.1163,-0.0849,-0.1806,0
"14456",14456,"255","164","2516",0,-0.0087,-0.0064,-0.0945,-0.0859,-0.0284,0
"14457",14457,"255","148","2514",0,0.0741,0.071,-0.1565,-0.1249,-0.2413,0
"14458",14458,"255","147","2514",0,0.2008,0.1949,-0.1182,-0.0826,-0.35,0
"14459",14459,"255","160","2516",0.0335,-0.029,-0.0243,-0.0174,-0.0171,0.0395,0.0335
"14460",14460,"255","161","2516",0,-0.0438,-0.0418,-0.0745,-0.0714,-0.001,0
"14461",14461,"255","162","2516",0,0.0185,0.0215,-0.0758,-0.0678,0.0019,0
"14462",14462,"255","165","2516",0.003,-0.0866,-0.0807,-0.0235,-0.0241,0.0182,0.003
"14463",14463,"255","175","2517",0,0.2391,0.232,-0.0724,-0.0504,-0.3944,0
"14464",14464,"255","174","2517",0,0.1981,0.1949,-0.0839,-0.06,-0.2392,0
"14465",14465,"255","166","2516",0,0.1492,0.1489,-0.0547,-0.0427,-0.1061,0
"14466",14466,"255","167","2516",0,0.1055,0.1051,-0.077,-0.0627,-0.0733,0
"14467",14467,"255","168","2516",0.0071,0.022,0.0265,0.007,0.0067,0.0467,0.0071
"14468",14468,"255","169","2516",0,0.0284,0.0318,-0.0653,-0.058,-0.0653,0
"14469",14469,"255","181","2518",0,-0.0388,-0.0374,-0.0894,-0.0844,-0.0335,0
"14470",14470,"255","173","2517",0,0.187,0.1856,-0.0247,-0.0192,-0.1655,0
"14471",14471,"255","290","2529",0,0.1789,0.1763,-0.0274,-0.0216,-0.0595,0
"14472",14472,"255","292","2529",0,0.1982,0.198,-0.0239,-0.0178,-0.067,0
"14473",14473,"255","172","2517",0,0.1139,0.1147,-0.005,-0.0044,-7e-04,0
"14474",14474,"255","171","2517",0,0.2677,0.263,-0.0286,-0.0194,-0.2616,0
"14475",14475,"255","170","2517",0.0471,0.0909,0.0927,0.038,0.0354,0.1022,0.0528
"14476",14476,"255","293","2529",0.0325,0.1184,0.1206,0.0285,0.0253,0.0278,0.0325
"14477",14477,"255","333","2533",0,0.1978,0.1949,-0.0337,-0.0256,-0.0994,0
"14478",14478,"255","335","2533",0.0172,0.017,0.0246,0.006,0.0057,0.0625,0.0172
"14479",14479,"255","337","2533",0.0167,0.0534,0.0591,0.0166,0.0155,0.0744,0.0167
"14480",14480,"255","323","2532",0,0.0935,0.0962,-0.0446,-0.0378,-0.0047,0
"14481",14481,"255","324","2532",0.0206,0.1559,0.1551,0.0033,0.0028,-0.0034,0.0206
"14482",14482,"255","327","2532",0.0077,0.0677,0.0679,-0.0186,-0.017,0.0382,0.0077
"14483",14483,"255","80","2580",0,-0.0123,-0.0064,-0.0342,-0.0324,0.0365,0
"14484",14484,"255","85","2585",0,0.012,0.0155,-0.0553,-0.0507,0.0068,0
"14485",14485,"255","84","2584",0,0.0344,0.0375,-0.0366,-0.0334,0.0375,0
"14486",14486,"255","83","2583",0,0.0884,0.0899,-0.0397,-0.0343,0.0341,0
"14487",14487,"255","82","2582",0,0.0349,0.034,-0.1274,-0.1082,-0.1227,0
"14488",14488,"255","81","2581",0.0181,0.0634,0.0686,0.0177,0.0163,0.0859,0.0181
"14489",14489,"255","91","2591",0.0077,0.0295,0.0309,0.0076,0.0074,0.0753,0.0077
"14490",14490,"255","92","2592",0.0028,0.0694,0.0716,0.0024,0.0022,0.0803,0.0028
"14491",14491,"255","93","2593",1e-04,-0.0053,-0.0032,-0.0155,-0.0151,0.0388,1e-04
"14492",14492,"255","86","2586",0,0.104,0.1086,-0.0114,-0.0097,0.0512,0
"14493",14493,"255","87","2587",0.0226,0.0976,0.102,-0.0049,-0.0043,0.0808,0.0226
"14494",14494,"255","88","2588",0.0326,0.0633,0.0685,0.0228,0.0212,0.0968,0.0326
"14495",14495,"255","89","2589",0,0.0706,0.0745,-0.0035,-0.0032,0.0523,0
"14496",14496,"255","90","2590",0.0049,0.0334,0.0375,-0.0403,-0.0365,0.0382,0.0049
"14497",14497,"255","94","2594",0.0978,0.1022,0.1023,0.1011,0.1004,0.1292,0.0978
"14498",14498,"255","128","2512",0.0641,0.1571,0.1574,0.0546,0.0486,0.0821,0.0641
"14499",14499,"255","127","2512",0.0836,0.1554,0.1544,0.0751,0.069,0.1171,0.0837
"14500",14500,"255","132","2513",0.1486,0.1696,0.17,0.1465,0.1422,0.1953,0.1486
"14501",14501,"255","131","2513",0.0199,0.1906,0.1856,0.018,0.0151,0.0128,0.0199
"14502",14502,"255","130","2513",0.1497,0.1827,0.1837,0.1512,0.1448,0.1947,0.1497
"14503",14503,"255","129","2512",0.0586,0.1634,0.1639,0.0504,0.0442,0.0781,0.0586
"14504",14504,"255","143","2514",0.0231,0.2904,0.2847,-0.001,-7e-04,-0.1515,0.0231
"14505",14505,"255","146","2514",0.0247,0.1816,0.18,-0.0054,-0.0043,-0.0944,0.0247
"14506",14506,"255","179","2517",0.0096,0.0393,0.0434,0.0017,0.0016,0.0461,0.0096
"14507",14507,"255","284","2528",0,0.1197,0.1185,-0.0426,-0.0358,-0.0246,0
"14508",14508,"255","282","2528",0,0.03,0.0339,-0.1233,-0.1029,-0.1545,0
"14509",14509,"255","315","2531",0,0.2336,0.2289,-0.0546,-0.0381,-0.2929,0
"14510",14510,"255","317","2531",0.068,0.1821,0.1848,0.0576,0.0485,0.1283,0.068
"14511",14511,"255","319","2531",0.0144,0.0763,0.0809,-0.0154,-0.0136,0.0235,0.0144
"14512",14512,"255","296","2529",0.2108,0.1993,0.1987,0.1912,0.1899,0.2242,0.2108
"14513",14513,"255","297","2529",0.069,0.2985,0.294,0.0466,0.0331,-0.0431,0.069
"14514",14514,"255","298","2529",0.1322,0.1775,0.1824,0.1337,0.1231,0.1858,0.1331
"14515",14515,"255","300","2530",0,0.246,0.2382,-0.0744,-0.0513,-0.2862,0
"14516",14516,"255","303","2530",0.1023,0.1571,0.1552,0.1015,0.0963,0.1251,0.1023
"14517",14517,"255","304","2530",0.0517,0.2584,0.2568,0.0391,0.0291,-0.0424,0.0517
"14518",14518,"255","320","2532",0.0918,0.1053,0.1085,0.0411,0.0375,0.0752,0.0974
"14519",14519,"255","321","2532",0,-0.0371,-0.0312,-0.0789,-0.0734,-0.0319,0
"14520",14520,"255","322","2532",0.0884,0.1183,0.124,0.0812,0.075,0.1302,0.0913
"14521",14521,"255","329","2532",0,0.2213,0.2166,-0.0446,-0.0325,-0.2446,0
"14522",14522,"255","330","2533",0,0.2328,0.2258,-0.0701,-0.0494,-0.3433,0
"14523",14523,"255","339","2533",0.0687,0.0376,0.0411,0.0685,0.0692,0.0813,0.0693
"14524",14524,"255","341","2534",0,-0.0385,-0.0374,-0.0451,-0.0445,-0.0048,0
"14525",14525,"255","342","2534",0.1039,0.1469,0.1489,0.1007,0.0941,0.1351,0.1049
"14526",14526,"255","348","2534",0.1147,0.2186,0.2191,0.1017,0.0877,0.1399,0.1147
"14527",14527,"255","349","2534",0.0868,0.23,0.2289,0.0681,0.0555,0.0603,0.0868
"14528",14528,"255","351","2535",0.0904,0.2658,0.2639,0.0775,0.0602,0.0827,0.0914
"14529",14529,"255","A21","25A2",0.0687,0.0058,0.0118,0.0705,0.0714,0.1453,0.0687
"14530",14530,"255","A22","25A2",0.0059,-0.0311,-0.0243,0.0056,0.0056,0.0697,0.0059
"14531",14531,"255","A23","25A2",0,-0.1136,-0.1119,-0.0865,-0.0874,-0.0046,0
"14532",14532,"255","A24","25A2",0,-0.1107,-0.1058,-0.0629,-0.064,0.0049,0
"14533",14533,"255","A37","25A3",0,-0.115,-0.1096,-0.0673,-0.0679,-0.0367,0
"14534",14534,"255","A29","25A2",0,-0.1767,-0.1736,-8e-04,-9e-04,0.0684,0
"14535",14535,"255","A30","25A3",0.1672,0.1831,0.1868,0.1738,0.1672,0.2414,0.1721
"14536",14536,"255","A31","25A3",0.0897,0.1196,0.1241,0.0843,0.0787,0.1313,0.0902
"14537",14537,"255","A38","25A3",0.1107,0.0579,0.0656,0.1146,0.1152,0.1795,0.1112
"14538",14538,"255","A47","25A4",0.0294,-0.1517,-0.1407,0.0357,0.0391,0.0782,0.0294
"14539",14539,"255","A39","25A3",0.0233,0.0502,0.0523,0.0117,0.0111,0.1013,0.0233
"14540",14540,"255","A40","25A4",0.0086,-0.0681,-0.067,-0.0342,-0.0348,0.0317,0.0086
"14541",14541,"255","A41","25A4",0,-0.1175,-0.1122,-0.1033,-0.1018,-0.0193,0
"14542",14542,"255","A42","25A4",0.0397,0.1049,0.1078,0.0351,0.0318,0.1001,0.0397
"14543",14543,"255","A43","25A4",0.0236,-0.0468,-0.0455,0.026,0.0274,0.0687,0.0236
"14544",14544,"255","A44","25A4",0.0436,0.06,0.0616,0.0523,0.0512,0.1207,0.05
"14545",14545,"255","A45","25A4",0,-0.1332,-0.1249,-0.0402,-0.0417,0.0193,0
"14546",14546,"255","A46","25A4",0.0285,-0.0586,-0.0468,0.0277,0.0282,0.0966,0.0285
"14547",14547,"255","A26","25A2",0.0625,0.0038,0.0093,0.0601,0.0615,0.1015,0.0629
"14548",14548,"255","A36","25A3",0,-0.1691,-0.1656,-0.0627,-0.0663,-0.0056,0
"14549",14549,"255","A33","25A3",0.0625,0.0317,0.0404,0.0626,0.0617,0.1169,0.0625
"14550",14550,"255","A34","25A3",0.0093,-0.0566,-0.0497,0.0016,0.0016,0.0483,0.0093
"14551",14551,"255","A35","25A3",0,-0.1665,-0.1584,-0.1156,-0.116,-0.0515,0
"14552",14552,"255","A48","25A4",0.02,-0.0462,-0.0421,-0.019,-0.019,0.0522,0.02
"14553",14553,"255","A28","25A2",0.0575,-0.101,-0.0985,0.0649,0.073,0.0759,0.0577
"14554",14554,"256","257","2525",0.2577,0.2593,0.2621,0.2435,0.2334,0.2692,0.2577
"14555",14555,"256","258","2525",0,-0.0826,-0.0812,-0.1023,-0.0998,-0.0441,0
"14556",14556,"256","259","2525",0.0837,0.0843,0.0897,0.0161,0.0144,0.0855,0.0924
"14557",14557,"256","260","2526",0.015,-0.0508,-0.0443,-0.0016,-0.0016,0.0229,0.015
"14558",14558,"256","261","2526",0.0226,0.0662,0.0739,0.0228,0.0207,0.0814,0.0226
"14559",14559,"256","263","2526",0,-0.0736,-0.0691,-0.0921,-0.0884,-0.0571,0
"14560",14560,"256","264","2526",0.1137,0.11,0.1129,0.1157,0.1146,0.1634,0.1143
"14561",14561,"256","265","2526",0,0.0052,0.0087,-0.0358,-0.0338,0.0294,0
"14562",14562,"256","266","2526",0.0892,0.0927,0.0928,0.0845,0.0836,0.1212,0.0894
"14563",14563,"256","267","2526",0.0143,-0.0434,-0.0342,-0.0263,-0.0256,0.0331,0.0143
"14564",14564,"256","268","2526",0,-0.0988,-0.0972,-0.0027,-0.0029,0.0249,0
"14565",14565,"256","270","2527",0,-0.0923,-0.0903,-0.087,-0.0865,-0.042,0
"14566",14566,"256","271","2527",0,-0.0566,-0.0498,-0.086,-0.0807,-0.0425,0
"14567",14567,"256","272","2527",0.0085,0.0603,0.0626,0.0077,0.0072,0.0737,0.0085
"14568",14568,"256","273","2527",0.0068,-0.0167,-0.0174,-0.0069,-0.007,0.0549,0.0068
"14569",14569,"256","274","2527",0,-0.0614,-0.0599,-0.0437,-0.0441,0.0209,0
"14570",14570,"256","275","2527",0.0582,0.0313,0.0378,0.0257,0.0246,0.0754,0.0668
"14571",14571,"256","276","2527",0.0283,0.0501,0.0566,0.029,0.0274,0.0873,0.0283
"14572",14572,"256","277","2527",0,-0.0365,-0.0311,-0.0462,-0.0445,0.0055,0
"14573",14573,"256","278","2527",0,0.0273,0.0304,-0.081,-0.0711,-0.025,0
"14574",14574,"256","279","2527",0,-0.0524,-0.0505,-0.0405,-0.0405,-0.0091,0
"14575",14575,"256","280","2528",0.0194,0.0068,0.0118,-0.0496,-0.0458,0.0091,0.0194
"14576",14576,"256","222","2522",0,-0.0792,-0.0755,-0.0798,-0.0779,-0.0385,0
"14577",14577,"256","70","2570",0.0698,0.122,0.1244,0.0646,0.0597,0.1235,0.0698
"14578",14578,"256","71","2571",0.0746,0.0927,0.0956,0.0751,0.0725,0.1088,0.0746
"14579",14579,"256","72","2572",0,-0.0542,-0.0499,-0.0256,-0.0258,0.0197,0
"14580",14580,"256","73","2573",0.049,0.1494,0.1516,0.0421,0.0363,0.0609,0.049
"14581",14581,"256","76","2576",0,0.2567,0.2479,-0.0519,-0.0363,-0.3568,0
"14582",14582,"256","75","2575",0,0.1624,0.164,-0.0235,-0.0183,-0.0331,0
"14583",14583,"256","74","2574",0,0.1934,0.192,-0.0269,-0.0204,-0.132,0
"14584",14584,"256","115","2511",0.0197,0.1501,0.1502,0.0171,0.0147,-0.0347,0.0197
"14585",14585,"256","116","2511",0.0916,0.1071,0.105,0.0918,0.0916,0.132,0.0925
"14586",14586,"256","117","2511",0.0118,0.0583,0.0617,-0.018,-0.0162,0.0189,0.0118
"14587",14587,"256","112","2511",0,0.2419,0.2366,-0.0255,-0.0183,-0.192,0
"14588",14588,"256","113","2511",0.0533,0.0937,0.0987,0.0537,0.0502,0.075,0.059
"14589",14589,"256","114","2511",0.0796,0.1624,0.1645,0.0689,0.0608,0.1253,0.0796
"14590",14590,"256","118","2511",0,0.0268,0.0273,-0.0948,-0.0837,-0.065,0
"14591",14591,"256","126","2512",0,0.0942,0.0925,-0.0597,-0.051,-0.0678,0
"14592",14592,"256","119","2511",0.1028,0.2353,0.2324,0.1031,0.0885,0.1043,0.1067
"14593",14593,"256","120","2512",0,0.0309,0.0335,-0.0316,-0.0292,0.0116,0
"14594",14594,"256","121","2512",0,0.1097,0.1081,-0.0318,-0.0274,-3e-04,0
"14595",14595,"256","125","2512",0,0.147,0.1428,-0.0754,-0.0595,-0.1314,0
"14596",14596,"256","124","2512",0,0.1854,0.1795,-0.1474,-0.1,-0.2864,0
"14597",14597,"256","123","2512",0,0.1666,0.1609,-0.0959,-0.0722,-0.1418,0
"14598",14598,"256","122","2512",0,0.0158,0.0148,-0.0679,-0.0629,-0.0563,0
"14599",14599,"256","134","2513",0,0.1447,0.1423,-0.0486,-0.0392,-0.1341,0
"14600",14600,"256","151","2515",0,0.1536,0.1516,-0.0209,-0.0171,0.0057,0
"14601",14601,"256","157","2515",0,-0.1413,-0.1351,-0.1261,-0.1236,-0.0873,0
"14602",14602,"256","156","2515",0.0188,0.001,0.0055,-0.0156,-0.0149,-0.0028,0.0188
"14603",14603,"256","155","2515",0.0568,0.1364,0.1329,0.0638,0.0599,0.1173,0.0597
"14604",14604,"256","154","2515",0.0276,0.1303,0.1314,0.0227,0.02,0.1141,0.0276
"14605",14605,"256","153","2515",0,0.0444,0.0459,-0.0367,-0.0335,0.0161,0
"14606",14606,"256","152","2515",0,0.0021,0.0031,-0.034,-0.0326,0.0074,0
"14607",14607,"256","158","2515",0.02,0.1246,0.123,-1e-04,-1e-04,0.0012,0.02
"14608",14608,"256","159","2515",0.0275,0.1091,0.1115,0.0252,0.0225,0.0519,0.0275
"14609",14609,"256","373","2537",0,0.2145,0.2075,-0.0768,-0.0551,-0.2693,0
"14610",14610,"256","109","2510",0,0.1817,0.1777,-0.0903,-0.0653,-0.2372,0
"14611",14611,"256","108","2510",0,0.1332,0.1302,-0.1367,-0.1011,-0.2456,0
"14612",14612,"256","110","2511",0.0811,0.1505,0.1547,0.0731,0.065,0.1158,0.0813
"14613",14613,"256","111","2511",0,-0.0049,-7e-04,-0.0478,-0.0446,-0.0097,0
"14614",14614,"256","182","2518",0.016,0.069,0.0708,0.0142,0.0133,0.0662,0.016
"14615",14615,"256","183","2518",0.0111,0.0013,0.0063,-0.0104,-0.01,0.0321,0.0111
"14616",14616,"256","95","2595",0,0.1423,0.1391,-0.0522,-0.0423,-0.1307,0
"14617",14617,"256","96","2596",0.1198,0.1821,0.1827,0.1115,0.1018,0.1539,0.1198
"14618",14618,"256","97","2597",0.0419,0.0709,0.0741,0.0437,0.0417,0.0802,0.0421
"14619",14619,"256","99","2599",0.084,0.1052,0.1098,0.0846,0.0806,0.0974,0.0849
"14620",14620,"256","98","2598",0.2875,0.3463,0.3474,0.2601,0.2241,0.309,0.2882
"14621",14621,"256","133","2513",8e-04,0.0491,0.0524,-0.0364,-0.0327,-0.0267,8e-04
"14622",14622,"256","139","2513",0.0085,0.1494,0.1498,0.007,0.0059,0.0842,0.0085
"14623",14623,"256","140","2514",0,-3e-04,0.0057,-0.0294,-0.0277,0.0113,0
"14624",14624,"256","142","2514",0.0552,0.1097,0.1178,0.0501,0.0445,0.0813,0.0558
"14625",14625,"256","176","2517",0.0049,0.071,0.0745,-0.0587,-0.0499,0.0078,0.0049
"14626",14626,"256","368","2536",0.1606,0.3108,0.3101,0.1232,0.0914,0.061,0.1606
"14627",14627,"256","369","2536",0.1336,0.2747,0.2736,0.11,0.088,0.1268,0.1343
"14628",14628,"256","357","2535",0.054,0.1092,0.1095,0.047,0.044,0.109,0.0543
"14629",14629,"256","370","2537",0.0019,-0.0149,-0.0162,0.0019,0.0019,0.0487,0.0019
"14630",14630,"256","371","2537",0.1128,0.2553,0.251,0.0868,0.071,0.0324,0.1128
"14631",14631,"256","372","2537",0.0512,0.2435,0.2386,0.0395,0.0312,-0.0139,0.0518
"14632",14632,"256","104","2510",0,0.1825,0.1827,-0.0206,-0.0158,-0.0624,0
"14633",14633,"256","103","2510",0,0.0089,0.0126,-0.0608,-0.0558,-0.0453,0
"14634",14634,"256","107","2510",0,0.1503,0.153,-0.0338,-0.0264,-0.0692,0
"14635",14635,"256","105","2510",0,0.0187,0.021,-0.0822,-0.0733,-0.0816,0
"14636",14636,"256","101","2510",1e-04,0.1502,0.1466,-0.0293,-0.0243,-0.0358,1e-04
"14637",14637,"256","100","2510",0,0.2466,0.2386,-0.0485,-0.0344,-0.3771,0
"14638",14638,"256","135","2513",0.0961,0.1801,0.1795,0.0829,0.0738,0.1285,0.0961
"14639",14639,"256","136","2513",0,0.1341,0.134,-0.0274,-0.0227,-0.0309,0
"14640",14640,"256","137","2513",0.063,0.0802,0.0811,0.0545,0.0528,0.1012,0.065
"14641",14641,"256","138","2513",0,0.139,0.136,-0.0804,-0.0632,-0.1452,0
"14642",14642,"256","184","2518",0.1352,0.1683,0.1671,0.1337,0.129,0.1717,0.1359
"14643",14643,"256","367","2536",0.1064,0.1699,0.174,0.0962,0.0859,0.158,0.1072
"14644",14644,"256","365","2536",0.039,0.1528,0.1547,0.0356,0.0306,0.095,0.039
"14645",14645,"256","374","2537",0.0079,0.251,0.2465,0.006,0.0044,-0.1332,0.0079
"14646",14646,"256","375","2537",0.1346,0.1883,0.1858,0.1164,0.1086,0.1769,0.1346
"14647",14647,"256","376","2537",0.0858,0.0872,0.0866,0.0835,0.0834,0.1136,0.0858
"14648",14648,"256","377","2537",0,0.2669,0.2603,-0.0122,-0.0086,-0.2136,0
"14649",14649,"256","79","2579",0.0429,0.0596,0.0593,0.0442,0.0435,0.0617,0.0436
"14650",14650,"256","78","2578",0.0946,0.2353,0.2362,0.0886,0.0713,0.0378,0.1015
"14651",14651,"256","77","2577",0.003,0.2535,0.2479,0.0023,0.0017,-0.0574,0.003
"14652",14652,"256","150","2515",0.0053,0.0606,0.0617,-0.0023,-0.0021,0.0511,0.0053
"14653",14653,"256","149","2514",0,0.1712,0.1727,-0.0376,-0.0283,-0.0854,0
"14654",14654,"256","163","2516",0,0.1461,0.1423,-0.1304,-0.0957,-0.2046,0
"14655",14655,"256","164","2516",0.0607,0.1134,0.1174,0.0584,0.0535,0.0953,0.0613
"14656",14656,"256","148","2514",0.0025,0.192,0.1889,0.0021,0.0017,-0.0835,0.0025
"14657",14657,"256","147","2514",0,0.2002,0.1951,-0.1014,-0.0711,-0.361,0
"14658",14658,"256","160","2516",0,-0.0989,-0.0934,-0.0768,-0.0761,-0.0292,0
"14659",14659,"256","161","2516",0,-0.0203,-0.0144,-0.02,-0.0193,0.0277,0
"14660",14660,"256","162","2516",0.0837,0.1642,0.1645,0.0751,0.0675,0.144,0.0837
"14661",14661,"256","165","2516",0.0183,-0.0768,-0.0722,-0.0138,-0.0143,0.021,0.0183
"14662",14662,"256","175","2517",0,0.2549,0.2448,-0.0624,-0.0439,-0.3724,0
"14663",14663,"256","174","2517",0,0.1675,0.1609,-0.1369,-0.0987,-0.2951,0
"14664",14664,"256","166","2516",0,0.1541,0.1521,-0.0566,-0.0445,-0.1049,0
"14665",14665,"256","167","2516",0,0.132,0.1298,-0.0484,-0.0398,-0.043,0
"14666",14666,"256","168","2516",0.0516,0.0676,0.0695,0.0489,0.0474,0.0895,0.0516
"14667",14667,"256","169","2516",0.0385,0.0955,0.0999,0.0261,0.0234,0.0106,0.0385
"14668",14668,"256","181","2518",0,-0.0514,-0.0474,-0.0828,-0.0788,-0.0452,0
"14669",14669,"256","173","2517",0,0.1664,0.1609,-0.063,-0.0494,-0.2008,0
"14670",14670,"256","290","2529",0.0929,0.2421,0.2417,0.0744,0.0589,0.0203,0.0929
"14671",14671,"256","292","2529",0,0.1852,0.1838,-0.0427,-0.0321,-0.0878,0
"14672",14672,"256","172","2517",0,-0.0304,-0.0256,-0.1376,-0.121,-0.1617,0
"14673",14673,"256","171","2517",0,0.2531,0.2448,-0.068,-0.0465,-0.2935,0
"14674",14674,"256","170","2517",0.1147,0.1453,0.1485,0.1056,0.0988,0.1536,0.1154
"14675",14675,"256","293","2529",0,0.0566,0.0552,-0.0587,-0.0526,-0.0469,0
"14676",14676,"256","333","2533",0,0.1836,0.1827,-0.0302,-0.0232,-0.1159,0
"14677",14677,"256","335","2533",0,-0.0487,-0.0444,-0.0742,-0.0708,-0.0078,0
"14678",14678,"256","337","2533",0.0747,0.1077,0.112,0.0712,0.0666,0.1236,0.0821
"14679",14679,"256","323","2532",0.079,0.192,0.1927,0.0709,0.0604,0.1009,0.0798
"14680",14680,"256","324","2532",0.0377,0.1365,0.1365,-0.0077,-0.0065,-0.0253,0.0377
"14681",14681,"256","327","2532",0,-0.0024,-7e-04,-0.0785,-0.0723,-0.0342,0
"14682",14682,"256","80","2580",0,-0.1072,-0.1002,-0.1238,-0.1182,-0.057,0
"14683",14683,"256","85","2585",0,-0.0939,-0.0878,-0.1476,-0.1365,-0.0983,0
"14684",14684,"256","84","2584",0,-0.0843,-0.0787,-0.1336,-0.1242,-0.0754,0
"14685",14685,"256","83","2583",0,-0.0644,-0.0598,-0.1743,-0.1533,-0.1198,0
"14686",14686,"256","82","2582",0,-0.0356,-0.035,-0.1855,-0.1602,-0.1989,0
"14687",14687,"256","81","2581",0,-0.0401,-0.035,-0.0812,-0.0761,-0.0148,0
"14688",14688,"256","91","2591",0,-0.0805,-0.0755,-0.0837,-0.0816,-0.0312,0
"14689",14689,"256","92","2592",0,-0.0101,-0.0037,-0.0609,-0.0561,8e-04,0
"14690",14690,"256","93","2593",0,-0.1028,-0.0976,-0.0934,-0.0918,-0.0557,0
"14691",14691,"256","86","2586",0,-0.0763,-0.0691,-0.1991,-0.1708,-0.1392,0
"14692",14692,"256","87","2587",0,-0.0383,-0.0318,-0.1403,-0.1227,-0.0585,0
"14693",14693,"256","88","2588",0,-0.1701,-0.1595,-0.1827,-0.1724,-0.1232,0
"14694",14694,"256","89","2589",0,-0.0525,-0.0473,-0.1171,-0.1077,-0.0708,0
"14695",14695,"256","90","2590",0,-0.0504,-0.0411,-0.095,-0.0869,-0.0397,0
"14696",14696,"256","94","2594",0.0155,-0.0016,-7e-04,2e-04,2e-04,0.0228,0.0155
"14697",14697,"256","128","2512",0.0057,0.0741,0.0786,-0.0089,-0.008,-0.0064,0.0057
"14698",14698,"256","127","2512",0.1121,0.1812,0.1789,0.0981,0.0903,0.1372,0.1125
"14699",14699,"256","132","2513",0.0549,0.0726,0.0726,0.0533,0.0521,0.1,0.0549
"14700",14700,"256","131","2513",0.0078,0.161,0.1578,0.0031,0.0026,-0.024,0.0078
"14701",14701,"256","130","2513",0.0965,0.1099,0.111,0.0929,0.0905,0.1287,0.0971
"14702",14702,"256","129","2512",0.0996,0.1944,0.1951,0.0993,0.088,0.1133,0.1087
"14703",14703,"256","143","2514",0,0.2743,0.2697,-0.0015,-0.001,-0.1793,0
"14704",14704,"256","146","2514",0,0.0543,0.0554,-0.1422,-0.115,-0.2692,0
"14705",14705,"256","179","2517",0,-0.0093,-0.0068,-0.0583,-0.0549,-0.0098,0
"14706",14706,"256","284","2528",0,0.1303,0.1304,-0.017,-0.0143,-0.0164,0
"14707",14707,"256","282","2528",0,0.0703,0.0708,-0.0915,-0.0766,-0.117,0
"14708",14708,"256","315","2531",0,0.2275,0.2199,-0.0779,-0.0549,-0.3124,0
"14709",14709,"256","317","2531",0.0106,0.1264,0.1256,-0.0225,-0.019,0.0632,0.0106
"14710",14710,"256","319","2531",0,0.0729,0.0744,-0.0323,-0.0285,0.0104,0
"14711",14711,"256","296","2529",0.0637,0.06,0.0617,0.0662,0.0658,0.0855,0.0637
"14712",14712,"256","297","2529",0,0.21,0.2044,-0.0756,-0.0542,-0.1784,0
"14713",14713,"256","298","2529",0.03,0.0585,0.0636,0.0048,0.0044,0.0616,0.03
"14714",14714,"256","300","2530",0,0.1935,0.1858,-0.1373,-0.0954,-0.3796,0
"14715",14715,"256","303","2530",0.04,0.0831,0.0836,0.038,0.0362,0.0476,0.04
"14716",14716,"256","304","2530",0.0201,0.214,0.2106,-0.0246,-0.0184,-0.1097,0.0201
"14717",14717,"256","320","2532",0.0091,0.04,0.0397,-0.0338,-0.0313,0.008,0.0091
"14718",14718,"256","321","2532",0,-0.0077,-7e-04,-0.0375,-0.0351,-0.0057,0
"14719",14719,"256","322","2532",0,-0.0543,-0.0444,-0.0792,-0.0736,-0.0414,0
"14720",14720,"256","329","2532",0.0129,0.2273,0.2199,-0.0464,-0.034,-0.2461,0.0129
"14721",14721,"256","330","2533",0,0.2524,0.2448,-0.0347,-0.0246,-0.3114,0
"14722",14722,"256","339","2533",0.0389,-0.0105,-0.0062,0.0335,0.0341,0.035,0.039
"14723",14723,"256","341","2534",0.0428,-0.0165,-0.0162,-0.0239,-0.0237,0.0101,0.0428
"14724",14724,"256","342","2534",0,0.0473,0.049,-8e-04,-8e-04,0.0308,0
"14725",14725,"256","348","2534",0.0699,0.1999,0.1968,0.0648,0.0561,0.1127,0.0729
"14726",14726,"256","349","2534",0.0559,0.1954,0.1951,0.0349,0.0284,0.0108,0.0594
"14727",14727,"256","351","2535",0.0333,0.2335,0.2301,0.0263,0.0203,0.0291,0.0333
"14728",14728,"256","A21","25A2",0.018,-0.0857,-0.0786,0.011,0.0116,0.0794,0.018
"14729",14729,"256","A22","25A2",0,-0.1604,-0.1527,-0.1273,-0.126,-0.0644,0
"14730",14730,"256","A23","25A2",0.0206,0.0034,0.0024,0.0211,0.0216,0.0978,0.0206
"14731",14731,"256","A24","25A2",0,-0.0442,-0.0386,-0.0051,-0.0051,0.0605,0
"14732",14732,"256","A37","25A3",0.035,-0.0338,-0.0302,0.0121,0.0124,0.0406,0.035
"14733",14733,"256","A29","25A2",0.0255,-0.1228,-0.1201,0.0329,0.036,0.1094,0.0255
"14734",14734,"256","A30","25A3",0.1058,0.1186,0.1234,0.1029,0.0981,0.165,0.1058
"14735",14735,"256","A31","25A3",0.1024,0.1177,0.1241,0.0959,0.0897,0.1263,0.1024
"14736",14736,"256","A38","25A3",0.0876,0.052,0.0609,0.0866,0.0841,0.1405,0.0876
